logical_stage	op	tensor	no_producer_read_bytes	external_write_bytes
184	l0.s184.proj	l10.norm	0	0
184	l0.s184.proj	p_layers_10_gate_proj_weight	25165824	0
185	l0.s185.proj	l10.norm	0	0
185	l0.s185.proj	l10.up	0	0
185	l0.s185.proj	p_layers_10_up_proj_weight	25165824	0
186	l0.s186.act	l10.gate	0	0
186	l0.s186.act	l10.up	0	0
187	l0.s187.proj	l0.s187.proj	0	0
187	l0.s187.proj	l10.gate	0	0
187	l0.s187.proj	p_layers_10_down_proj_weight	25165824	0
187	l0.s187.add	l0.s187.proj	0	0
187	l0.s187.add	l10.hidden	0	0
188	l0.s188.norm	l10.hidden	0	0
188	l0.s188.norm	l11.norm	0	0
188	l0.s188.norm	p_layers_11_input_norm_weight	4096	0
189	l0.s189.proj	l11.norm	0	0
189	l0.s189.proj	l11.q	0	0
189	l0.s189.proj	p_layers_11_q_proj_weight	8388608	0
190	l0.s190.proj	l11.k	0	0
190	l0.s190.proj	l11.norm	0	0
190	l0.s190.proj	p_layers_11_k_proj_weight	4194304	0
191	l0.s191.qknorm	l11.q	0	0
191	l0.s191.qknorm	l11.q_normed	0	0
191	l0.s191.qknorm	p_layers_11_q_norm_weight	256	0
192	l0.s192.qknorm	l11.k	0	0
192	l0.s192.qknorm	l11.k_normed	0	0
192	l0.s192.qknorm	p_layers_11_k_norm_weight	256	0
193	l0.s193.proj	l11.norm	0	0
193	l0.s193.proj	l11.v	0	0
193	l0.s193.proj	p_layers_11_v_proj_weight	4194304	0
194	l0.s194.rope	b_inv_freq	128	0
194	l0.s194.rope	l11.q_normed	0	0
194	l0.s194.rope	l11.q_rot	0	0
195	l0.s195.rope	b_inv_freq	128	0
195	l0.s195.rope	l11.k_normed	0	0
195	l0.s195.rope	l11.k_rot	0	0
196	l0.s196.append	l11.full_k	0	2048
196	l0.s196.append	l11.k_rot	0	0
197	l0.s197.append	l11.full_v	0	2048
197	l0.s197.append	l11.v	0	0
198	l0.s198.attn	l11.context	0	0
198	l0.s198.attn	l11.full_k	6144	0
198	l0.s198.attn	l11.full_v	6144	0
198	l0.s198.attn	l11.q_rot	0	0
199	l0.s199.proj	l0.s199.proj	0	0
199	l0.s199.proj	l11.context	0	0
199	l0.s199.proj	p_layers_11_o_proj_weight	8388608	0
199	l0.s199.add	l0.s199.proj	0	0
199	l0.s199.add	l10.hidden	0	0
199	l0.s199.add	l11.hidden	0	0
200	l0.s200.norm	l11.hidden	0	0
200	l0.s200.norm	l11.norm	0	0
200	l0.s200.norm	p_layers_11_post_norm_weight	4096	0
201	l0.s201.proj	l11.gate	0	0
201	l0.s201.proj	l11.norm	0	0
201	l0.s201.proj	p_layers_11_gate_proj_weight	25165824	0
202	l0.s202.proj	l11.norm	0	0
202	l0.s202.proj	l11.up	0	0
202	l0.s202.proj	p_layers_11_up_proj_weight	25165824	0
203	l0.s203.act	l11.gate	0	0
203	l0.s203.act	l11.up	0	0
204	l0.s204.proj	l0.s204.proj	0	0
204	l0.s204.proj	l11.gate	0	0
204	l0.s204.proj	p_layers_11_down_proj_weight	25165824	0
204	l0.s204.add	l0.s204.proj	0	0
204	l0.s204.add	l11.hidden	0	0
205	l0.s205.norm	l11.hidden	0	0
205	l0.s205.norm	l12.norm	0	0
205	l0.s205.norm	p_layers_12_input_norm_weight	4096	0
206	l0.s206.proj	l12.norm	0	0
206	l0.s206.proj	l12.q	0	0
206	l0.s206.proj	p_layers_12_q_proj_weight	8388608	0
207	l0.s207.proj	l12.k	0	0
207	l0.s207.proj	l12.norm	0	0
207	l0.s207.proj	p_layers_12_k_proj_weight	4194304	0
208	l0.s208.qknorm	l12.q	0	0
208	l0.s208.qknorm	l12.q_normed	0	0
208	l0.s208.qknorm	p_layers_12_q_norm_weight	256	0
209	l0.s209.qknorm	l12.k	0	0
209	l0.s209.qknorm	l12.k_normed	0	0
209	l0.s209.qknorm	p_layers_12_k_norm_weight	256	0
210	l0.s210.proj	l12.norm	0	0
210	l0.s210.proj	l12.v	0	0
210	l0.s210.proj	p_layers_12_v_proj_weight	4194304	0
211	l0.s211.rope	b_inv_freq	128	0
211	l0.s211.rope	l12.q_normed	0	0
211	l0.s211.rope	l12.q_rot	0	0
212	l0.s212.rope	b_inv_freq	128	0
212	l0.s212.rope	l12.k_normed	0	0
212	l0.s212.rope	l12.k_rot	0	0
213	l0.s213.append	l12.full_k	0	2048
213	l0.s213.append	l12.k_rot	0	0
214	l0.s214.append	l12.full_v	0	2048
214	l0.s214.append	l12.v	0	0
215	l0.s215.attn	l12.context	0	0
215	l0.s215.attn	l12.full_k	6144	0
215	l0.s215.attn	l12.full_v	6144	0
215	l0.s215.attn	l12.q_rot	0	0
216	l0.s216.proj	l0.s216.proj	0	0
216	l0.s216.proj	l12.context	0	0
216	l0.s216.proj	p_layers_12_o_proj_weight	8388608	0
216	l0.s216.add	l0.s216.proj	0	0
216	l0.s216.add	l11.hidden	0	0
216	l0.s216.add	l12.hidden	0	0
217	l0.s217.norm	l12.hidden	0	0
217	l0.s217.norm	l12.norm	0	0
217	l0.s217.norm	p_layers_12_post_norm_weight	4096	0
218	l0.s218.proj	l12.gate	0	0
218	l0.s218.proj	l12.norm	0	0
218	l0.s218.proj	p_layers_12_gate_proj_weight	25165824	0
219	l0.s219.proj	l12.norm	0	0
219	l0.s219.proj	l12.up	0	0
219	l0.s219.proj	p_layers_12_up_proj_weight	25165824	0
220	l0.s220.act	l12.gate	0	0
220	l0.s220.act	l12.up	0	0
221	l0.s221.proj	l0.s221.proj	0	0
221	l0.s221.proj	l12.gate	0	0
221	l0.s221.proj	p_layers_12_down_proj_weight	25165824	0
221	l0.s221.add	l0.s221.proj	0	0
221	l0.s221.add	l12.hidden	0	0
222	l0.s222.norm	l12.hidden	0	0
222	l0.s222.norm	l13.norm	0	0
222	l0.s222.norm	p_layers_13_input_norm_weight	4096	0
223	l0.s223.proj	l13.norm	0	0
223	l0.s223.proj	l13.q	0	0
223	l0.s223.proj	p_layers_13_q_proj_weight	8388608	0
224	l0.s224.proj	l13.k	0	0
224	l0.s224.proj	l13.norm	0	0
224	l0.s224.proj	p_layers_13_k_proj_weight	4194304	0
225	l0.s225.qknorm	l13.q	0	0
225	l0.s225.qknorm	l13.q_normed	0	0
225	l0.s225.qknorm	p_layers_13_q_norm_weight	256	0
226	l0.s226.qknorm	l13.k	0	0
226	l0.s226.qknorm	l13.k_normed	0	0
226	l0.s226.qknorm	p_layers_13_k_norm_weight	256	0
227	l0.s227.proj	l13.norm	0	0
227	l0.s227.proj	l13.v	0	0
227	l0.s227.proj	p_layers_13_v_proj_weight	4194304	0
228	l0.s228.rope	b_inv_freq	128	0
228	l0.s228.rope	l13.q_normed	0	0
228	l0.s228.rope	l13.q_rot	0	0
229	l0.s229.rope	b_inv_freq	128	0
229	l0.s229.rope	l13.k_normed	0	0
229	l0.s229.rope	l13.k_rot	0	0
230	l0.s230.append	l13.full_k	0	2048
230	l0.s230.append	l13.k_rot	0	0
231	l0.s231.append	l13.full_v	0	2048
231	l0.s231.append	l13.v	0	0
232	l0.s232.attn	l13.context	0	0
232	l0.s232.attn	l13.full_k	6144	0
232	l0.s232.attn	l13.full_v	6144	0
232	l0.s232.attn	l13.q_rot	0	0
233	l0.s233.proj	l0.s233.proj	0	0
233	l0.s233.proj	l13.context	0	0
233	l0.s233.proj	p_layers_13_o_proj_weight	8388608	0
233	l0.s233.add	l0.s233.proj	0	0
233	l0.s233.add	l12.hidden	0	0
233	l0.s233.add	l13.hidden	0	0
234	l0.s234.norm	l13.hidden	0	0
234	l0.s234.norm	l13.norm	0	0
234	l0.s234.norm	p_layers_13_post_norm_weight	4096	0
235	l0.s235.proj	l13.gate	0	0
235	l0.s235.proj	l13.norm	0	0
235	l0.s235.proj	p_layers_13_gate_proj_weight	25165824	0
236	l0.s236.proj	l13.norm	0	0
236	l0.s236.proj	l13.up	0	0
236	l0.s236.proj	p_layers_13_up_proj_weight	25165824	0
237	l0.s237.act	l13.gate	0	0
237	l0.s237.act	l13.up	0	0
238	l0.s238.proj	l0.s238.proj	0	0
238	l0.s238.proj	l13.gate	0	0
238	l0.s238.proj	p_layers_13_down_proj_weight	25165824	0
238	l0.s238.add	l0.s238.proj	0	0
238	l0.s238.add	l13.hidden	0	0
239	l0.s239.norm	l13.hidden	0	0
239	l0.s239.norm	l14.norm	0	0
239	l0.s239.norm	p_layers_14_input_norm_weight	4096	0
240	l0.s240.proj	l14.norm	0	0
240	l0.s240.proj	l14.q	0	0
240	l0.s240.proj	p_layers_14_q_proj_weight	8388608	0
241	l0.s241.proj	l14.k	0	0
241	l0.s241.proj	l14.norm	0	0
241	l0.s241.proj	p_layers_14_k_proj_weight	4194304	0
242	l0.s242.qknorm	l14.q	0	0
242	l0.s242.qknorm	l14.q_normed	0	0
242	l0.s242.qknorm	p_layers_14_q_norm_weight	256	0
243	l0.s243.qknorm	l14.k	0	0
243	l0.s243.qknorm	l14.k_normed	0	0
243	l0.s243.qknorm	p_layers_14_k_norm_weight	256	0
244	l0.s244.proj	l14.norm	0	0
244	l0.s244.proj	l14.v	0	0
244	l0.s244.proj	p_layers_14_v_proj_weight	4194304	0
245	l0.s245.rope	b_inv_freq	128	0
245	l0.s245.rope	l14.q_normed	0	0
245	l0.s245.rope	l14.q_rot	0	0
246	l0.s246.rope	b_inv_freq	128	0
246	l0.s246.rope	l14.k_normed	0	0
246	l0.s246.rope	l14.k_rot	0	0
247	l0.s247.append	l14.full_k	0	2048
247	l0.s247.append	l14.k_rot	0	0
248	l0.s248.append	l14.full_v	0	2048
248	l0.s248.append	l14.v	0	0
249	l0.s249.attn	l14.context	0	0
249	l0.s249.attn	l14.full_k	6144	0
249	l0.s249.attn	l14.full_v	6144	0
249	l0.s249.attn	l14.q_rot	0	0
250	l0.s250.proj	l0.s250.proj	0	0
250	l0.s250.proj	l14.context	0	0
250	l0.s250.proj	p_layers_14_o_proj_weight	8388608	0
250	l0.s250.add	l0.s250.proj	0	0
250	l0.s250.add	l13.hidden	0	0
250	l0.s250.add	l14.hidden	0	0
251	l0.s251.norm	l14.hidden	0	0
251	l0.s251.norm	l14.norm	0	0
251	l0.s251.norm	p_layers_14_post_norm_weight	4096	0
252	l0.s252.proj	l14.gate	0	0
252	l0.s252.proj	l14.norm	0	0
252	l0.s252.proj	p_layers_14_gate_proj_weight	25165824	0
253	l0.s253.proj	l14.norm	0	0
253	l0.s253.proj	l14.up	0	0
253	l0.s253.proj	p_layers_14_up_proj_weight	25165824	0
254	l0.s254.act	l14.gate	0	0
254	l0.s254.act	l14.up	0	0
255	l0.s255.proj	l0.s255.proj	0	0
255	l0.s255.proj	l14.gate	0	0
255	l0.s255.proj	p_layers_14_down_proj_weight	25165824	0
255	l0.s255.add	l0.s255.proj	0	0
255	l0.s255.add	l14.hidden	0	0
256	l0.s256.norm	l14.hidden	0	0
256	l0.s256.norm	l15.norm	0	0
256	l0.s256.norm	p_layers_15_input_norm_weight	4096	0
257	l0.s257.proj	l15.norm	0	0
257	l0.s257.proj	l15.q	0	0
257	l0.s257.proj	p_layers_15_q_proj_weight	8388608	0
258	l0.s258.proj	l15.k	0	0
258	l0.s258.proj	l15.norm	0	0
258	l0.s258.proj	p_layers_15_k_proj_weight	4194304	0
259	l0.s259.qknorm	l15.q	0	0
259	l0.s259.qknorm	l15.q_normed	0	0
259	l0.s259.qknorm	p_layers_15_q_norm_weight	256	0
260	l0.s260.qknorm	l15.k	0	0
260	l0.s260.qknorm	l15.k_normed	0	0
260	l0.s260.qknorm	p_layers_15_k_norm_weight	256	0
261	l0.s261.proj	l15.norm	0	0
261	l0.s261.proj	l15.v	0	0
261	l0.s261.proj	p_layers_15_v_proj_weight	4194304	0
262	l0.s262.rope	b_inv_freq	128	0
262	l0.s262.rope	l15.q_normed	0	0
262	l0.s262.rope	l15.q_rot	0	0
263	l0.s263.rope	b_inv_freq	128	0
263	l0.s263.rope	l15.k_normed	0	0
263	l0.s263.rope	l15.k_rot	0	0
264	l0.s264.append	l15.full_k	0	2048
264	l0.s264.append	l15.k_rot	0	0
265	l0.s265.append	l15.full_v	0	2048
265	l0.s265.append	l15.v	0	0
266	l0.s266.attn	l15.context	0	0
266	l0.s266.attn	l15.full_k	6144	0
266	l0.s266.attn	l15.full_v	6144	0
266	l0.s266.attn	l15.q_rot	0	0
267	l0.s267.proj	l0.s267.proj	0	0
267	l0.s267.proj	l15.context	0	0
267	l0.s267.proj	p_layers_15_o_proj_weight	8388608	0
267	l0.s267.add	l0.s267.proj	0	0
267	l0.s267.add	l14.hidden	0	0
267	l0.s267.add	l15.hidden	0	0
268	l0.s268.norm	l15.hidden	0	0
268	l0.s268.norm	l15.norm	0	0
268	l0.s268.norm	p_layers_15_post_norm_weight	4096	0
269	l0.s269.proj	l15.gate	0	0
269	l0.s269.proj	l15.norm	0	0
269	l0.s269.proj	p_layers_15_gate_proj_weight	25165824	0
270	l0.s270.proj	l15.norm	0	0
270	l0.s270.proj	l15.up	0	0
270	l0.s270.proj	p_layers_15_up_proj_weight	25165824	0
271	l0.s271.act	l15.gate	0	0
271	l0.s271.act	l15.up	0	0
272	l0.s272.proj	l0.s272.proj	0	0
272	l0.s272.proj	l15.gate	0	0
272	l0.s272.proj	p_layers_15_down_proj_weight	25165824	0
272	l0.s272.add	l0.s272.proj	0	0
272	l0.s272.add	l15.hidden	0	0
273	l0.s273.norm	l15.hidden	0	0
273	l0.s273.norm	l16.norm	0	0
273	l0.s273.norm	p_layers_16_input_norm_weight	4096	0
274	l0.s274.proj	l16.norm	0	0
274	l0.s274.proj	l16.q	0	0
274	l0.s274.proj	p_layers_16_q_proj_weight	8388608	0
275	l0.s275.proj	l16.k	0	0
275	l0.s275.proj	l16.norm	0	0
275	l0.s275.proj	p_layers_16_k_proj_weight	4194304	0
276	l0.s276.qknorm	l16.q	0	0
276	l0.s276.qknorm	l16.q_normed	0	0
276	l0.s276.qknorm	p_layers_16_q_norm_weight	256	0
277	l0.s277.qknorm	l16.k	0	0
277	l0.s277.qknorm	l16.k_normed	0	0
277	l0.s277.qknorm	p_layers_16_k_norm_weight	256	0
278	l0.s278.proj	l16.norm	0	0
278	l0.s278.proj	l16.v	0	0
278	l0.s278.proj	p_layers_16_v_proj_weight	4194304	0
279	l0.s279.rope	b_inv_freq	128	0
279	l0.s279.rope	l16.q_normed	0	0
279	l0.s279.rope	l16.q_rot	0	0
280	l0.s280.rope	b_inv_freq	128	0
280	l0.s280.rope	l16.k_normed	0	0
280	l0.s280.rope	l16.k_rot	0	0
281	l0.s281.append	l16.full_k	0	2048
281	l0.s281.append	l16.k_rot	0	0
282	l0.s282.append	l16.full_v	0	2048
282	l0.s282.append	l16.v	0	0
283	l0.s283.attn	l16.context	0	0
283	l0.s283.attn	l16.full_k	6144	0
283	l0.s283.attn	l16.full_v	6144	0
283	l0.s283.attn	l16.q_rot	0	0
284	l0.s284.proj	l0.s284.proj	0	0
284	l0.s284.proj	l16.context	0	0
284	l0.s284.proj	p_layers_16_o_proj_weight	8388608	0
284	l0.s284.add	l0.s284.proj	0	0
284	l0.s284.add	l15.hidden	0	0
284	l0.s284.add	l16.hidden	0	0
285	l0.s285.norm	l16.hidden	0	0
285	l0.s285.norm	l16.norm	0	0
285	l0.s285.norm	p_layers_16_post_norm_weight	4096	0
286	l0.s286.proj	l16.gate	0	0
286	l0.s286.proj	l16.norm	0	0
286	l0.s286.proj	p_layers_16_gate_proj_weight	25165824	0
287	l0.s287.proj	l16.norm	0	0
287	l0.s287.proj	l16.up	0	0
287	l0.s287.proj	p_layers_16_up_proj_weight	25165824	0
288	l0.s288.act	l16.gate	0	0
288	l0.s288.act	l16.up	0	0
289	l0.s289.proj	l0.s289.proj	0	0
289	l0.s289.proj	l16.gate	0	0
289	l0.s289.proj	p_layers_16_down_proj_weight	25165824	0
289	l0.s289.add	l0.s289.proj	0	0
289	l0.s289.add	l16.hidden	0	0
290	l0.s290.norm	l16.hidden	0	0
290	l0.s290.norm	l17.norm	0	0
290	l0.s290.norm	p_layers_17_input_norm_weight	4096	0
291	l0.s291.proj	l17.norm	0	0
291	l0.s291.proj	l17.q	0	0
291	l0.s291.proj	p_layers_17_q_proj_weight	8388608	0
292	l0.s292.proj	l17.k	0	0
292	l0.s292.proj	l17.norm	0	0
292	l0.s292.proj	p_layers_17_k_proj_weight	4194304	0
293	l0.s293.qknorm	l17.q	0	0
293	l0.s293.qknorm	l17.q_normed	0	0
293	l0.s293.qknorm	p_layers_17_q_norm_weight	256	0
294	l0.s294.qknorm	l17.k	0	0
294	l0.s294.qknorm	l17.k_normed	0	0
294	l0.s294.qknorm	p_layers_17_k_norm_weight	256	0
295	l0.s295.proj	l17.norm	0	0
295	l0.s295.proj	l17.v	0	0
295	l0.s295.proj	p_layers_17_v_proj_weight	4194304	0
296	l0.s296.rope	b_inv_freq	128	0
296	l0.s296.rope	l17.q_normed	0	0
296	l0.s296.rope	l17.q_rot	0	0
297	l0.s297.rope	b_inv_freq	128	0
297	l0.s297.rope	l17.k_normed	0	0
297	l0.s297.rope	l17.k_rot	0	0
298	l0.s298.append	l17.full_k	0	2048
298	l0.s298.append	l17.k_rot	0	0
299	l0.s299.append	l17.full_v	0	2048
299	l0.s299.append	l17.v	0	0
300	l0.s300.attn	l17.context	0	0
300	l0.s300.attn	l17.full_k	6144	0
300	l0.s300.attn	l17.full_v	6144	0
300	l0.s300.attn	l17.q_rot	0	0
301	l0.s301.proj	l0.s301.proj	0	0
301	l0.s301.proj	l17.context	0	0
301	l0.s301.proj	p_layers_17_o_proj_weight	8388608	0
301	l0.s301.add	l0.s301.proj	0	0
301	l0.s301.add	l16.hidden	0	0
301	l0.s301.add	l17.hidden	0	0
302	l0.s302.norm	l17.hidden	0	0
302	l0.s302.norm	l17.norm	0	0
302	l0.s302.norm	p_layers_17_post_norm_weight	4096	0
303	l0.s303.proj	l17.gate	0	0
303	l0.s303.proj	l17.norm	0	0
303	l0.s303.proj	p_layers_17_gate_proj_weight	25165824	0
304	l0.s304.proj	l17.norm	0	0
304	l0.s304.proj	l17.up	0	0
304	l0.s304.proj	p_layers_17_up_proj_weight	25165824	0
305	l0.s305.act	l17.gate	0	0
305	l0.s305.act	l17.up	0	0
306	l0.s306.proj	l0.s306.proj	0	0
306	l0.s306.proj	l17.gate	0	0
306	l0.s306.proj	p_layers_17_down_proj_weight	25165824	0
306	l0.s306.add	l0.s306.proj	0	0
306	l0.s306.add	l17.hidden	0	0
307	l0.s307.norm	l17.hidden	0	0
307	l0.s307.norm	l18.norm	0	0
307	l0.s307.norm	p_layers_18_input_norm_weight	4096	0
308	l0.s308.proj	l18.norm	0	0
308	l0.s308.proj	l18.q	0	0
308	l0.s308.proj	p_layers_18_q_proj_weight	8388608	0
309	l0.s309.proj	l18.k	0	0
309	l0.s309.proj	l18.norm	0	0
309	l0.s309.proj	p_layers_18_k_proj_weight	4194304	0
310	l0.s310.qknorm	l18.q	0	0
310	l0.s310.qknorm	l18.q_normed	0	0
310	l0.s310.qknorm	p_layers_18_q_norm_weight	256	0
311	l0.s311.qknorm	l18.k	0	0
311	l0.s311.qknorm	l18.k_normed	0	0
311	l0.s311.qknorm	p_layers_18_k_norm_weight	256	0
312	l0.s312.proj	l18.norm	0	0
312	l0.s312.proj	l18.v	0	0
312	l0.s312.proj	p_layers_18_v_proj_weight	4194304	0
313	l0.s313.rope	b_inv_freq	128	0
313	l0.s313.rope	l18.q_normed	0	0
313	l0.s313.rope	l18.q_rot	0	0
314	l0.s314.rope	b_inv_freq	128	0
314	l0.s314.rope	l18.k_normed	0	0
314	l0.s314.rope	l18.k_rot	0	0
315	l0.s315.append	l18.full_k	0	2048
315	l0.s315.append	l18.k_rot	0	0
316	l0.s316.append	l18.full_v	0	2048
316	l0.s316.append	l18.v	0	0
317	l0.s317.attn	l18.context	0	0
317	l0.s317.attn	l18.full_k	6144	0
317	l0.s317.attn	l18.full_v	6144	0
317	l0.s317.attn	l18.q_rot	0	0
318	l0.s318.proj	l0.s318.proj	0	0
318	l0.s318.proj	l18.context	0	0
318	l0.s318.proj	p_layers_18_o_proj_weight	8388608	0
318	l0.s318.add	l0.s318.proj	0	0
318	l0.s318.add	l17.hidden	0	0
318	l0.s318.add	l18.hidden	0	0
319	l0.s319.norm	l18.hidden	0	0
319	l0.s319.norm	l18.norm	0	0
319	l0.s319.norm	p_layers_18_post_norm_weight	4096	0
320	l0.s320.proj	l18.gate	0	0
320	l0.s320.proj	l18.norm	0	0
320	l0.s320.proj	p_layers_18_gate_proj_weight	25165824	0
321	l0.s321.proj	l18.norm	0	0
321	l0.s321.proj	l18.up	0	0
321	l0.s321.proj	p_layers_18_up_proj_weight	25165824	0
322	l0.s322.act	l18.gate	0	0
322	l0.s322.act	l18.up	0	0
323	l0.s323.proj	l0.s323.proj	0	0
323	l0.s323.proj	l18.gate	0	0
323	l0.s323.proj	p_layers_18_down_proj_weight	25165824	0
323	l0.s323.add	l0.s323.proj	0	0
323	l0.s323.add	l18.hidden	0	0
324	l0.s324.norm	l18.hidden	0	0
324	l0.s324.norm	l19.norm	0	0
324	l0.s324.norm	p_layers_19_input_norm_weight	4096	0
325	l0.s325.proj	l19.norm	0	0
325	l0.s325.proj	l19.q	0	0
325	l0.s325.proj	p_layers_19_q_proj_weight	8388608	0
326	l0.s326.proj	l19.k	0	0
326	l0.s326.proj	l19.norm	0	0
326	l0.s326.proj	p_layers_19_k_proj_weight	4194304	0
327	l0.s327.qknorm	l19.q	0	0
327	l0.s327.qknorm	l19.q_normed	0	0
327	l0.s327.qknorm	p_layers_19_q_norm_weight	256	0
328	l0.s328.qknorm	l19.k	0	0
328	l0.s328.qknorm	l19.k_normed	0	0
328	l0.s328.qknorm	p_layers_19_k_norm_weight	256	0
329	l0.s329.proj	l19.norm	0	0
329	l0.s329.proj	l19.v	0	0
329	l0.s329.proj	p_layers_19_v_proj_weight	4194304	0
330	l0.s330.rope	b_inv_freq	128	0
330	l0.s330.rope	l19.q_normed	0	0
330	l0.s330.rope	l19.q_rot	0	0
331	l0.s331.rope	b_inv_freq	128	0
331	l0.s331.rope	l19.k_normed	0	0
331	l0.s331.rope	l19.k_rot	0	0
332	l0.s332.append	l19.full_k	0	2048
332	l0.s332.append	l19.k_rot	0	0
333	l0.s333.append	l19.full_v	0	2048
333	l0.s333.append	l19.v	0	0
334	l0.s334.attn	l19.context	0	0
334	l0.s334.attn	l19.full_k	6144	0
334	l0.s334.attn	l19.full_v	6144	0
334	l0.s334.attn	l19.q_rot	0	0
335	l0.s335.proj	l0.s335.proj	0	0
335	l0.s335.proj	l19.context	0	0
335	l0.s335.proj	p_layers_19_o_proj_weight	8388608	0
335	l0.s335.add	l0.s335.proj	0	0
335	l0.s335.add	l18.hidden	0	0
335	l0.s335.add	l19.hidden	0	0
336	l0.s336.norm	l19.hidden	0	0
336	l0.s336.norm	l19.norm	0	0
336	l0.s336.norm	p_layers_19_post_norm_weight	4096	0
337	l0.s337.proj	l19.gate	0	0
337	l0.s337.proj	l19.norm	0	0
337	l0.s337.proj	p_layers_19_gate_proj_weight	25165824	0
338	l0.s338.proj	l19.norm	0	0
338	l0.s338.proj	l19.up	0	0
338	l0.s338.proj	p_layers_19_up_proj_weight	25165824	0
339	l0.s339.act	l19.gate	0	0
339	l0.s339.act	l19.up	0	0
340	l0.s340.proj	l0.s340.proj	0	0
340	l0.s340.proj	l19.gate	0	0
340	l0.s340.proj	p_layers_19_down_proj_weight	25165824	0
340	l0.s340.add	l0.s340.proj	0	0
340	l0.s340.add	l19.hidden	0	0
341	l0.s341.norm	l19.hidden	0	0
341	l0.s341.norm	l20.norm	0	0
341	l0.s341.norm	p_layers_20_input_norm_weight	4096	0
342	l0.s342.proj	l20.norm	0	0
342	l0.s342.proj	l20.q	0	0
342	l0.s342.proj	p_layers_20_q_proj_weight	8388608	0
343	l0.s343.proj	l20.k	0	0
343	l0.s343.proj	l20.norm	0	0
343	l0.s343.proj	p_layers_20_k_proj_weight	4194304	0
344	l0.s344.qknorm	l20.q	0	0
344	l0.s344.qknorm	l20.q_normed	0	0
344	l0.s344.qknorm	p_layers_20_q_norm_weight	256	0
345	l0.s345.qknorm	l20.k	0	0
345	l0.s345.qknorm	l20.k_normed	0	0
345	l0.s345.qknorm	p_layers_20_k_norm_weight	256	0
346	l0.s346.proj	l20.norm	0	0
346	l0.s346.proj	l20.v	0	0
346	l0.s346.proj	p_layers_20_v_proj_weight	4194304	0
347	l0.s347.rope	b_inv_freq	128	0
347	l0.s347.rope	l20.q_normed	0	0
347	l0.s347.rope	l20.q_rot	0	0
348	l0.s348.rope	b_inv_freq	128	0
348	l0.s348.rope	l20.k_normed	0	0
348	l0.s348.rope	l20.k_rot	0	0
349	l0.s349.append	l20.full_k	0	2048
349	l0.s349.append	l20.k_rot	0	0
350	l0.s350.append	l20.full_v	0	2048
350	l0.s350.append	l20.v	0	0
351	l0.s351.attn	l20.context	0	0
351	l0.s351.attn	l20.full_k	6144	0
351	l0.s351.attn	l20.full_v	6144	0
351	l0.s351.attn	l20.q_rot	0	0
352	l0.s352.proj	l0.s352.proj	0	0
352	l0.s352.proj	l20.context	0	0
352	l0.s352.proj	p_layers_20_o_proj_weight	8388608	0
352	l0.s352.add	l0.s352.proj	0	0
352	l0.s352.add	l19.hidden	0	0
352	l0.s352.add	l20.hidden	0	0
353	l0.s353.norm	l20.hidden	0	0
353	l0.s353.norm	l20.norm	0	0
353	l0.s353.norm	p_layers_20_post_norm_weight	4096	0
354	l0.s354.proj	l20.gate	0	0
354	l0.s354.proj	l20.norm	0	0
354	l0.s354.proj	p_layers_20_gate_proj_weight	25165824	0
355	l0.s355.proj	l20.norm	0	0
355	l0.s355.proj	l20.up	0	0
355	l0.s355.proj	p_layers_20_up_proj_weight	25165824	0
356	l0.s356.act	l20.gate	0	0
356	l0.s356.act	l20.up	0	0
357	l0.s357.proj	l0.s357.proj	0	0
357	l0.s357.proj	l20.gate	0	0
357	l0.s357.proj	p_layers_20_down_proj_weight	25165824	0
357	l0.s357.add	l0.s357.proj	0	0
357	l0.s357.add	l20.hidden	0	0
358	l0.s358.norm	l20.hidden	0	0
358	l0.s358.norm	l21.norm	0	0
358	l0.s358.norm	p_layers_21_input_norm_weight	4096	0
359	l0.s359.proj	l21.norm	0	0
359	l0.s359.proj	l21.q	0	0
359	l0.s359.proj	p_layers_21_q_proj_weight	8388608	0
360	l0.s360.proj	l21.k	0	0
360	l0.s360.proj	l21.norm	0	0
360	l0.s360.proj	p_layers_21_k_proj_weight	4194304	0
361	l0.s361.qknorm	l21.q	0	0
361	l0.s361.qknorm	l21.q_normed	0	0
361	l0.s361.qknorm	p_layers_21_q_norm_weight	256	0
362	l0.s362.qknorm	l21.k	0	0
362	l0.s362.qknorm	l21.k_normed	0	0
362	l0.s362.qknorm	p_layers_21_k_norm_weight	256	0
363	l0.s363.proj	l21.norm	0	0
363	l0.s363.proj	l21.v	0	0
363	l0.s363.proj	p_layers_21_v_proj_weight	4194304	0
364	l0.s364.rope	b_inv_freq	128	0
364	l0.s364.rope	l21.q_normed	0	0
364	l0.s364.rope	l21.q_rot	0	0
365	l0.s365.rope	b_inv_freq	128	0
365	l0.s365.rope	l21.k_normed	0	0
365	l0.s365.rope	l21.k_rot	0	0
366	l0.s366.append	l21.full_k	0	2048
366	l0.s366.append	l21.k_rot	0	0
367	l0.s367.append	l21.full_v	0	2048
367	l0.s367.append	l21.v	0	0
368	l0.s368.attn	l21.context	0	0
368	l0.s368.attn	l21.full_k	6144	0
368	l0.s368.attn	l21.full_v	6144	0
368	l0.s368.attn	l21.q_rot	0	0
369	l0.s369.proj	l0.s369.proj	0	0
369	l0.s369.proj	l21.context	0	0
