producer	consumer	direction	oracle	coordinate	expected	actual	equal
22	23	1	General	511	4	4	1
16	24	0	Unique	0	1	1	1
16	24	0	Unique	64	1	1	1
16	24	0	Unique	127	1	1	1
16	24	1	Unique	0	1	1	1
16	24	1	Unique	64	1	1	1
16	24	1	Unique	127	1	1	1
23	24	0	Unique	0	1	1	1
23	24	0	Unique	256	1	1	1
23	24	0	Unique	511	1	1	1
23	24	1	General	0	4	4	1
23	24	1	General	64	4	4	1
23	24	1	General	127	4	4	1
24	25	0	General	0	4	4	1
24	25	0	General	64	4	4	1
24	25	0	General	127	4	4	1
24	25	1	General	0	128	128	1
24	25	1	General	2	128	128	1
24	25	1	General	3	128	128	1
25	26	0	General	0	512	512	1
25	26	0	General	2	512	512	1
25	26	0	General	3	512	512	1
25	26	1	General	0	4	4	1
25	26	1	General	256	4	4	1
25	26	1	General	511	4	4	1
26	27	0	Unique	0	1	1	1
26	27	0	Unique	256	1	1	1
26	27	0	Unique	511	1	1	1
26	27	1	General	0	4	4	1
26	27	1	General	64	4	4	1
26	27	1	General	127	4	4	1
27	28	0	General	0	64	64	1
27	28	0	General	64	64	64	1
27	28	0	General	127	64	64	1
27	28	1	General	0	128	128	1
27	28	1	General	32	128	128	1
27	28	1	General	63	128	128	1
25	29	0	General	0	256	256	1
25	29	0	General	2	256	256	1
25	29	0	General	3	256	256	1
25	29	1	General	0	4	4	1
25	29	1	General	128	4	4	1
25	29	1	General	255	4	4	1
29	30	0	Unique	0	1	1	1
29	30	0	Unique	128	1	1	1
29	30	0	Unique	255	1	1	1
29	30	1	General	0	4	4	1
29	30	1	General	32	4	4	1
29	30	1	General	63	4	4	1
30	31	0	General	0	32	32	1
30	31	0	General	32	32	32	1
30	31	0	General	63	32	32	1
30	31	1	General	0	64	64	1
30	31	1	General	16	64	64	1
30	31	1	General	31	64	64	1
25	32	0	General	0	256	256	1
25	32	0	General	2	256	256	1
25	32	0	General	3	256	256	1
25	32	1	General	0	4	4	1
25	32	1	General	128	4	4	1
25	32	1	General	255	4	4	1
32	33	0	Unique	0	1	1	1
32	33	0	Unique	128	1	1	1
32	33	0	Unique	255	1	1	1
32	33	1	General	0	4	4	1
32	33	1	General	32	4	4	1
32	33	1	General	63	4	4	1
28	34	0	Unique	0	1	1	1
28	34	0	Unique	32	1	1	1
28	34	0	Unique	63	1	1	1
28	34	1	Unique	0	1	1	1
28	34	1	Unique	32	1	1	1
28	34	1	Unique	63	1	1	1
31	35	0	Unique	0	1	1	1
31	35	0	Unique	16	1	1	1
31	35	0	Unique	31	1	1	1
31	35	1	Unique	0	1	1	1
31	35	1	Unique	16	1	1	1
31	35	1	Unique	31	1	1	1
35	36	0	Unique	0	1	1	1
35	36	0	Unique	16	1	1	1
35	36	0	Unique	31	1	1	1
35	36	1	Unique	0	1	1	1
35	36	1	Unique	16	1	1	1
35	36	1	Unique	31	1	1	1
33	37	0	General	0	32	32	1
33	37	0	General	32	32	32	1
33	37	0	General	63	32	32	1
33	37	1	General	0	64	64	1
33	37	1	General	16	64	64	1
33	37	1	General	31	64	64	1
34	38	0	Unique	0	1	1	1
34	38	0	Unique	32	1	1	1
34	38	0	Unique	63	1	1	1
34	38	1	Unique	0	1	1	1
34	38	1	Unique	32	1	1	1
34	38	1	Unique	63	1	1	1
36	38	0	General	0	64	64	1
36	38	0	General	16	64	64	1
36	38	0	General	31	64	64	1
36	38	1	General	0	32	32	1
36	38	1	General	32	32	32	1
36	38	1	General	63	32	32	1
37	38	0	General	0	64	64	1
37	38	0	General	16	64	64	1
37	38	0	General	31	64	64	1
37	38	1	General	0	32	32	1
37	38	1	General	32	32	32	1
37	38	1	General	63	32	32	1
24	39	0	Unique	0	1	1	1
24	39	0	Unique	64	1	1	1
24	39	0	Unique	127	1	1	1
24	39	1	Unique	0	1	1	1
24	39	1	Unique	256	0	0	1
24	39	1	Unique	511	0	0	1
38	39	0	General	0	512	512	1
38	39	0	General	32	512	512	1
38	39	0	General	63	512	512	1
38	39	1	General	0	64	64	1
38	39	1	General	256	64	64	1
38	39	1	General	511	64	64	1
24	40	0	Unique	0	1	1	1
24	40	0	Unique	64	1	1	1
24	40	0	Unique	127	1	1	1
24	40	1	Unique	0	1	1	1
24	40	1	Unique	64	1	1	1
24	40	1	Unique	127	1	1	1
39	40	0	Unique	0	1	1	1
39	40	0	Unique	256	1	1	1
39	40	0	Unique	511	1	1	1
39	40	1	General	0	4	4	1
39	40	1	General	64	4	4	1
39	40	1	General	127	4	4	1
40	41	0	General	0	4	4	1
40	41	0	General	64	4	4	1
40	41	0	General	127	4	4	1
40	41	1	General	0	128	128	1
40	41	1	General	2	128	128	1
40	41	1	General	3	128	128	1
41	42	0	General	0	1536	1536	1
41	42	0	General	2	1536	1536	1
41	42	0	General	3	1536	1536	1
41	42	1	General	0	4	4	1
41	42	1	General	768	4	4	1
41	42	1	General	1535	4	4	1
42	43	0	Unique	0	1	1	1
42	43	0	Unique	768	1	1	1
42	43	0	Unique	1535	1	1	1
42	43	1	General	0	4	4	1
42	43	1	General	192	4	4	1
42	43	1	General	383	4	4	1
41	44	0	General	0	1536	1536	1
41	44	0	General	2	1536	1536	1
41	44	0	General	3	1536	1536	1
41	44	1	General	0	4	4	1
41	44	1	General	768	4	4	1
41	44	1	General	1535	4	4	1
44	45	0	Unique	0	1	1	1
44	45	0	Unique	768	1	1	1
44	45	0	Unique	1535	1	1	1
44	45	1	General	0	4	4	1
44	45	1	General	192	4	4	1
44	45	1	General	383	4	4	1
43	46	0	General	0	4	4	1
43	46	0	General	192	4	4	1
43	46	0	General	383	4	4	1
43	46	1	General	0	384	384	1
43	46	1	General	2	384	384	1
43	46	1	General	3	384	384	1
45	46	0	General	0	4	4	1
45	46	0	General	192	4	4	1
45	46	0	General	383	4	4	1
45	46	1	General	0	384	384	1
45	46	1	General	2	384	384	1
45	46	1	General	3	384	384	1
40	47	0	Unique	0	1	1	1
40	47	0	Unique	64	1	1	1
40	47	0	Unique	127	1	1	1
40	47	1	Unique	0	1	1	1
40	47	1	Unique	256	0	0	1
40	47	1	Unique	511	0	0	1
46	47	0	General	0	512	512	1
46	47	0	General	2	512	512	1
46	47	0	General	3	512	512	1
46	47	1	General	0	4	4	1
46	47	1	General	256	4	4	1
46	47	1	General	511	4	4	1
40	48	0	Unique	0	1	1	1
40	48	0	Unique	64	1	1	1
40	48	0	Unique	127	1	1	1
40	48	1	Unique	0	1	1	1
40	48	1	Unique	64	1	1	1
40	48	1	Unique	127	1	1	1
47	48	0	Unique	0	1	1	1
47	48	0	Unique	256	1	1	1
47	48	0	Unique	511	1	1	1
47	48	1	General	0	4	4	1
47	48	1	General	64	4	4	1
47	48	1	General	127	4	4	1
48	49	0	General	0	4	4	1
48	49	0	General	64	4	4	1
48	49	0	General	127	4	4	1
48	49	1	General	0	128	128	1
48	49	1	General	2	128	128	1
48	49	1	General	3	128	128	1
49	50	0	General	0	512	512	1
49	50	0	General	2	512	512	1
49	50	0	General	3	512	512	1
49	50	1	General	0	4	4	1
49	50	1	General	256	4	4	1
49	50	1	General	511	4	4	1
50	51	0	Unique	0	1	1	1
50	51	0	Unique	256	1	1	1
50	51	0	Unique	511	1	1	1
50	51	1	General	0	4	4	1
50	51	1	General	64	4	4	1
50	51	1	General	127	4	4	1
51	52	0	General	0	64	64	1
51	52	0	General	64	64	64	1
51	52	0	General	127	64	64	1
51	52	1	General	0	128	128	1
51	52	1	General	32	128	128	1
51	52	1	General	63	128	128	1
49	53	0	General	0	256	256	1
49	53	0	General	2	256	256	1
49	53	0	General	3	256	256	1
49	53	1	General	0	4	4	1
49	53	1	General	128	4	4	1
49	53	1	General	255	4	4	1
53	54	0	Unique	0	1	1	1
53	54	0	Unique	128	1	1	1
53	54	0	Unique	255	1	1	1
53	54	1	General	0	4	4	1
53	54	1	General	32	4	4	1
53	54	1	General	63	4	4	1
54	55	0	General	0	32	32	1
54	55	0	General	32	32	32	1
54	55	0	General	63	32	32	1
54	55	1	General	0	64	64	1
54	55	1	General	16	64	64	1
54	55	1	General	31	64	64	1
49	56	0	General	0	256	256	1
49	56	0	General	2	256	256	1
49	56	0	General	3	256	256	1
49	56	1	General	0	4	4	1
49	56	1	General	128	4	4	1
49	56	1	General	255	4	4	1
56	57	0	Unique	0	1	1	1
56	57	0	Unique	128	1	1	1
56	57	0	Unique	255	1	1	1
56	57	1	General	0	4	4	1
56	57	1	General	32	4	4	1
56	57	1	General	63	4	4	1
52	58	0	Unique	0	1	1	1
52	58	0	Unique	32	1	1	1
52	58	0	Unique	63	1	1	1
52	58	1	Unique	0	1	1	1
52	58	1	Unique	32	1	1	1
52	58	1	Unique	63	1	1	1
55	59	0	Unique	0	1	1	1
55	59	0	Unique	16	1	1	1
55	59	0	Unique	31	1	1	1
55	59	1	Unique	0	1	1	1
55	59	1	Unique	16	1	1	1
55	59	1	Unique	31	1	1	1
59	60	0	Unique	0	1	1	1
59	60	0	Unique	16	1	1	1
59	60	0	Unique	31	1	1	1
59	60	1	Unique	0	1	1	1
59	60	1	Unique	16	1	1	1
59	60	1	Unique	31	1	1	1
57	61	0	General	0	32	32	1
57	61	0	General	32	32	32	1
57	61	0	General	63	32	32	1
57	61	1	General	0	64	64	1
57	61	1	General	16	64	64	1
57	61	1	General	31	64	64	1
58	62	0	Unique	0	1	1	1
58	62	0	Unique	32	1	1	1
58	62	0	Unique	63	1	1	1
58	62	1	Unique	0	1	1	1
58	62	1	Unique	32	1	1	1
58	62	1	Unique	63	1	1	1
60	62	0	General	0	64	64	1
60	62	0	General	16	64	64	1
60	62	0	General	31	64	64	1
60	62	1	General	0	32	32	1
60	62	1	General	32	32	32	1
60	62	1	General	63	32	32	1
61	62	0	General	0	64	64	1
61	62	0	General	16	64	64	1
61	62	0	General	31	64	64	1
61	62	1	General	0	32	32	1
61	62	1	General	32	32	32	1
61	62	1	General	63	32	32	1
48	63	0	Unique	0	1	1	1
48	63	0	Unique	64	1	1	1
48	63	0	Unique	127	1	1	1
48	63	1	Unique	0	1	1	1
48	63	1	Unique	256	0	0	1
48	63	1	Unique	511	0	0	1
62	63	0	General	0	512	512	1
62	63	0	General	32	512	512	1
62	63	0	General	63	512	512	1
62	63	1	General	0	64	64	1
62	63	1	General	256	64	64	1
62	63	1	General	511	64	64	1
48	64	0	Unique	0	1	1	1
48	64	0	Unique	64	1	1	1
48	64	0	Unique	127	1	1	1
48	64	1	Unique	0	1	1	1
48	64	1	Unique	64	1	1	1
48	64	1	Unique	127	1	1	1
63	64	0	Unique	0	1	1	1
63	64	0	Unique	256	1	1	1
63	64	0	Unique	511	1	1	1
63	64	1	General	0	4	4	1
63	64	1	General	64	4	4	1
63	64	1	General	127	4	4	1
64	65	0	General	0	4	4	1
64	65	0	General	64	4	4	1
64	65	0	General	127	4	4	1
64	65	1	General	0	128	128	1
64	65	1	General	2	128	128	1
64	65	1	General	3	128	128	1
65	66	0	General	0	1536	1536	1
65	66	0	General	2	1536	1536	1
65	66	0	General	3	1536	1536	1
65	66	1	General	0	4	4	1
65	66	1	General	768	4	4	1
65	66	1	General	1535	4	4	1
66	67	0	Unique	0	1	1	1
66	67	0	Unique	768	1	1	1
66	67	0	Unique	1535	1	1	1
66	67	1	General	0	4	4	1
66	67	1	General	192	4	4	1
66	67	1	General	383	4	4	1
65	68	0	General	0	1536	1536	1
65	68	0	General	2	1536	1536	1
65	68	0	General	3	1536	1536	1
65	68	1	General	0	4	4	1
65	68	1	General	768	4	4	1
65	68	1	General	1535	4	4	1
68	69	0	Unique	0	1	1	1
68	69	0	Unique	768	1	1	1
68	69	0	Unique	1535	1	1	1
68	69	1	General	0	4	4	1
68	69	1	General	192	4	4	1
68	69	1	General	383	4	4	1
67	70	0	General	0	4	4	1
67	70	0	General	192	4	4	1
67	70	0	General	383	4	4	1
67	70	1	General	0	384	384	1
67	70	1	General	2	384	384	1
67	70	1	General	3	384	384	1
69	70	0	General	0	4	4	1
69	70	0	General	192	4	4	1
69	70	0	General	383	4	4	1
69	70	1	General	0	384	384	1
69	70	1	General	2	384	384	1
69	70	1	General	3	384	384	1
64	71	0	Unique	0	1	1	1
64	71	0	Unique	64	1	1	1
64	71	0	Unique	127	1	1	1
64	71	1	Unique	0	1	1	1
64	71	1	Unique	256	0	0	1
64	71	1	Unique	511	0	0	1
70	71	0	General	0	512	512	1
70	71	0	General	2	512	512	1
70	71	0	General	3	512	512	1
70	71	1	General	0	4	4	1
70	71	1	General	256	4	4	1
70	71	1	General	511	4	4	1
64	72	0	Unique	0	1	1	1
64	72	0	Unique	64	1	1	1
64	72	0	Unique	127	1	1	1
64	72	1	Unique	0	1	1	1
64	72	1	Unique	64	1	1	1
64	72	1	Unique	127	1	1	1
71	72	0	Unique	0	1	1	1
71	72	0	Unique	256	1	1	1
71	72	0	Unique	511	1	1	1
71	72	1	General	0	4	4	1
71	72	1	General	64	4	4	1
71	72	1	General	127	4	4	1
72	73	0	General	0	4	4	1
72	73	0	General	64	4	4	1
72	73	0	General	127	4	4	1
72	73	1	General	0	128	128	1
72	73	1	General	2	128	128	1
72	73	1	General	3	128	128	1
73	74	0	General	0	512	512	1
73	74	0	General	2	512	512	1
73	74	0	General	3	512	512	1
73	74	1	General	0	4	4	1
73	74	1	General	256	4	4	1
73	74	1	General	511	4	4	1
74	75	0	Unique	0	1	1	1
74	75	0	Unique	256	1	1	1
74	75	0	Unique	511	1	1	1
74	75	1	General	0	4	4	1
74	75	1	General	64	4	4	1
74	75	1	General	127	4	4	1
75	76	0	General	0	64	64	1
75	76	0	General	64	64	64	1
75	76	0	General	127	64	64	1
75	76	1	General	0	128	128	1
75	76	1	General	32	128	128	1
75	76	1	General	63	128	128	1
73	77	0	General	0	256	256	1
73	77	0	General	2	256	256	1
73	77	0	General	3	256	256	1
73	77	1	General	0	4	4	1
73	77	1	General	128	4	4	1
73	77	1	General	255	4	4	1
77	78	0	Unique	0	1	1	1
77	78	0	Unique	128	1	1	1
77	78	0	Unique	255	1	1	1
77	78	1	General	0	4	4	1
77	78	1	General	32	4	4	1
77	78	1	General	63	4	4	1
78	79	0	General	0	32	32	1
78	79	0	General	32	32	32	1
78	79	0	General	63	32	32	1
78	79	1	General	0	64	64	1
78	79	1	General	16	64	64	1
78	79	1	General	31	64	64	1
73	80	0	General	0	256	256	1
73	80	0	General	2	256	256	1
73	80	0	General	3	256	256	1
73	80	1	General	0	4	4	1
73	80	1	General	128	4	4	1
73	80	1	General	255	4	4	1
80	81	0	Unique	0	1	1	1
80	81	0	Unique	128	1	1	1
80	81	0	Unique	255	1	1	1
80	81	1	General	0	4	4	1
80	81	1	General	32	4	4	1
80	81	1	General	63	4	4	1
76	82	0	Unique	0	1	1	1
76	82	0	Unique	32	1	1	1
76	82	0	Unique	63	1	1	1
76	82	1	Unique	0	1	1	1
76	82	1	Unique	32	1	1	1
76	82	1	Unique	63	1	1	1
79	83	0	Unique	0	1	1	1
79	83	0	Unique	16	1	1	1
79	83	0	Unique	31	1	1	1
79	83	1	Unique	0	1	1	1
79	83	1	Unique	16	1	1	1
79	83	1	Unique	31	1	1	1
83	84	0	Unique	0	1	1	1
83	84	0	Unique	16	1	1	1
83	84	0	Unique	31	1	1	1
83	84	1	Unique	0	1	1	1
83	84	1	Unique	16	1	1	1
83	84	1	Unique	31	1	1	1
81	85	0	General	0	32	32	1
81	85	0	General	32	32	32	1
81	85	0	General	63	32	32	1
81	85	1	General	0	64	64	1
81	85	1	General	16	64	64	1
81	85	1	General	31	64	64	1
82	86	0	Unique	0	1	1	1
82	86	0	Unique	32	1	1	1
82	86	0	Unique	63	1	1	1
82	86	1	Unique	0	1	1	1
82	86	1	Unique	32	1	1	1
82	86	1	Unique	63	1	1	1
84	86	0	General	0	64	64	1
84	86	0	General	16	64	64	1
84	86	0	General	31	64	64	1
84	86	1	General	0	32	32	1
84	86	1	General	32	32	32	1
84	86	1	General	63	32	32	1
85	86	0	General	0	64	64	1
85	86	0	General	16	64	64	1
85	86	0	General	31	64	64	1
85	86	1	General	0	32	32	1
85	86	1	General	32	32	32	1
85	86	1	General	63	32	32	1
72	87	0	Unique	0	1	1	1
72	87	0	Unique	64	1	1	1
72	87	0	Unique	127	1	1	1
72	87	1	Unique	0	1	1	1
72	87	1	Unique	256	0	0	1
72	87	1	Unique	511	0	0	1
86	87	0	General	0	512	512	1
86	87	0	General	32	512	512	1
86	87	0	General	63	512	512	1
86	87	1	General	0	64	64	1
86	87	1	General	256	64	64	1
86	87	1	General	511	64	64	1
72	88	0	Unique	0	1	1	1
72	88	0	Unique	64	1	1	1
72	88	0	Unique	127	1	1	1
72	88	1	Unique	0	1	1	1
72	88	1	Unique	64	1	1	1
72	88	1	Unique	127	1	1	1
87	88	0	Unique	0	1	1	1
87	88	0	Unique	256	1	1	1
87	88	0	Unique	511	1	1	1
87	88	1	General	0	4	4	1
87	88	1	General	64	4	4	1
87	88	1	General	127	4	4	1
88	89	0	General	0	4	4	1
88	89	0	General	64	4	4	1
88	89	0	General	127	4	4	1
88	89	1	General	0	128	128	1
88	89	1	General	2	128	128	1
88	89	1	General	3	128	128	1
89	90	0	General	0	1536	1536	1
89	90	0	General	2	1536	1536	1
89	90	0	General	3	1536	1536	1
89	90	1	General	0	4	4	1
89	90	1	General	768	4	4	1
89	90	1	General	1535	4	4	1
90	91	0	Unique	0	1	1	1
90	91	0	Unique	768	1	1	1
90	91	0	Unique	1535	1	1	1
90	91	1	General	0	4	4	1
90	91	1	General	192	4	4	1
90	91	1	General	383	4	4	1
89	92	0	General	0	1536	1536	1
89	92	0	General	2	1536	1536	1
89	92	0	General	3	1536	1536	1
89	92	1	General	0	4	4	1
89	92	1	General	768	4	4	1
89	92	1	General	1535	4	4	1
92	93	0	Unique	0	1	1	1
92	93	0	Unique	768	1	1	1
92	93	0	Unique	1535	1	1	1
92	93	1	General	0	4	4	1
92	93	1	General	192	4	4	1
92	93	1	General	383	4	4	1
91	94	0	General	0	4	4	1
91	94	0	General	192	4	4	1
91	94	0	General	383	4	4	1
91	94	1	General	0	384	384	1
91	94	1	General	2	384	384	1
91	94	1	General	3	384	384	1
93	94	0	General	0	4	4	1
93	94	0	General	192	4	4	1
93	94	0	General	383	4	4	1
93	94	1	General	0	384	384	1
93	94	1	General	2	384	384	1
93	94	1	General	3	384	384	1
88	95	0	Unique	0	1	1	1
88	95	0	Unique	64	1	1	1
88	95	0	Unique	127	1	1	1
88	95	1	Unique	0	1	1	1
88	95	1	Unique	256	0	0	1
88	95	1	Unique	511	0	0	1
94	95	0	General	0	512	512	1
94	95	0	General	2	512	512	1
94	95	0	General	3	512	512	1
94	95	1	General	0	4	4	1
94	95	1	General	256	4	4	1
94	95	1	General	511	4	4	1
88	96	0	Unique	0	1	1	1
88	96	0	Unique	64	1	1	1
88	96	0	Unique	127	1	1	1
88	96	1	Unique	0	1	1	1
88	96	1	Unique	64	1	1	1
88	96	1	Unique	127	1	1	1
95	96	0	Unique	0	1	1	1
95	96	0	Unique	256	1	1	1
95	96	0	Unique	511	1	1	1
95	96	1	General	0	4	4	1
95	96	1	General	64	4	4	1
95	96	1	General	127	4	4	1
96	97	0	General	0	4	4	1
96	97	0	General	64	4	4	1
96	97	0	General	127	4	4	1
96	97	1	General	0	128	128	1
96	97	1	General	2	128	128	1
96	97	1	General	3	128	128	1
97	98	0	General	0	512	512	1
97	98	0	General	2	512	512	1
97	98	0	General	3	512	512	1
97	98	1	General	0	4	4	1
97	98	1	General	256	4	4	1
97	98	1	General	511	4	4	1
98	99	0	Unique	0	1	1	1
98	99	0	Unique	256	1	1	1
98	99	0	Unique	511	1	1	1
98	99	1	General	0	4	4	1
98	99	1	General	64	4	4	1
98	99	1	General	127	4	4	1
99	100	0	General	0	64	64	1
99	100	0	General	64	64	64	1
99	100	0	General	127	64	64	1
99	100	1	General	0	128	128	1
99	100	1	General	32	128	128	1
99	100	1	General	63	128	128	1
97	101	0	General	0	256	256	1
97	101	0	General	2	256	256	1
97	101	0	General	3	256	256	1
97	101	1	General	0	4	4	1
97	101	1	General	128	4	4	1
97	101	1	General	255	4	4	1
101	102	0	Unique	0	1	1	1
101	102	0	Unique	128	1	1	1
101	102	0	Unique	255	1	1	1
101	102	1	General	0	4	4	1
101	102	1	General	32	4	4	1
101	102	1	General	63	4	4	1
102	103	0	General	0	32	32	1
102	103	0	General	32	32	32	1
102	103	0	General	63	32	32	1
102	103	1	General	0	64	64	1
102	103	1	General	16	64	64	1
102	103	1	General	31	64	64	1
97	104	0	General	0	256	256	1
97	104	0	General	2	256	256	1
97	104	0	General	3	256	256	1
97	104	1	General	0	4	4	1
97	104	1	General	128	4	4	1
97	104	1	General	255	4	4	1
104	105	0	Unique	0	1	1	1
104	105	0	Unique	128	1	1	1
104	105	0	Unique	255	1	1	1
104	105	1	General	0	4	4	1
104	105	1	General	32	4	4	1
104	105	1	General	63	4	4	1
100	106	0	Unique	0	1	1	1
100	106	0	Unique	32	1	1	1
100	106	0	Unique	63	1	1	1
100	106	1	Unique	0	1	1	1
100	106	1	Unique	32	1	1	1
100	106	1	Unique	63	1	1	1
103	107	0	Unique	0	1	1	1
103	107	0	Unique	16	1	1	1
103	107	0	Unique	31	1	1	1
103	107	1	Unique	0	1	1	1
103	107	1	Unique	16	1	1	1
103	107	1	Unique	31	1	1	1
107	108	0	Unique	0	1	1	1
107	108	0	Unique	16	1	1	1
107	108	0	Unique	31	1	1	1
107	108	1	Unique	0	1	1	1
107	108	1	Unique	16	1	1	1
107	108	1	Unique	31	1	1	1
105	109	0	General	0	32	32	1
105	109	0	General	32	32	32	1
105	109	0	General	63	32	32	1
105	109	1	General	0	64	64	1
105	109	1	General	16	64	64	1
105	109	1	General	31	64	64	1
106	110	0	Unique	0	1	1	1
106	110	0	Unique	32	1	1	1
106	110	0	Unique	63	1	1	1
106	110	1	Unique	0	1	1	1
106	110	1	Unique	32	1	1	1
106	110	1	Unique	63	1	1	1
108	110	0	General	0	64	64	1
