space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s130.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s130.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s131.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s132.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s132.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s133.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s133.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s134.act	1	32768	16384	32768	16384	0	32768	0
l0.s135.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s135.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s136.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s137.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s137.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s138.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s138.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s139.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s139.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s140.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s141.rope	8	1536	1024	1536	1024	512	1024	0
l0.s142.append	8	1024	1024	1024	1024	0	1024	1024
l0.s143.append	8	1024	1024	1024	1024	0	1024	1024
l0.s144.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s145.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s145.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s146.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s147.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s147.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s148.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s148.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s149.act	1	32768	16384	32768	16384	0	32768	0
l0.s150.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s150.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s151.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s152.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s152.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s153.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s153.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s154.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s154.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s155.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s156.rope	8	1536	1024	1536	1024	512	1024	0
l0.s157.append	8	1024	1024	1024	1024	0	1024	1024
l0.s158.append	8	1024	1024	1024	1024	0	1024	1024
l0.s159.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s160.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s160.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s161.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s162.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s162.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s163.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s163.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s164.act	1	32768	16384	32768	16384	0	32768	0
l0.s165.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s165.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s166.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s167.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s167.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s168.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s168.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s169.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s169.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s170.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s171.rope	8	1536	1024	1536	1024	512	1024	0
l0.s172.append	8	1024	1024	1024	1024	0	1024	1024
l0.s173.append	8	1024	1024	1024	1024	0	1024	1024
l0.s174.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s175.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s175.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s176.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s177.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s177.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s178.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s178.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s179.act	1	32768	16384	32768	16384	0	32768	0
l0.s180.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s180.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s181.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s182.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s182.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s183.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s183.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s184.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s184.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s185.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s186.rope	8	1536	1024	1536	1024	512	1024	0
l0.s187.append	8	1024	1024	1024	1024	0	1024	1024
l0.s188.append	8	1024	1024	1024	1024	0	1024	1024
l0.s189.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s190.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s190.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s191.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s192.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s192.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s193.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s193.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s194.act	1	32768	16384	32768	16384	0	32768	0
l0.s195.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s195.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s196.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s197.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s197.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s198.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s198.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s199.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s199.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s200.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s201.rope	8	1536	1024	1536	1024	512	1024	0
l0.s202.append	8	1024	1024	1024	1024	0	1024	1024
l0.s203.append	8	1024	1024	1024	1024	0	1024	1024
l0.s204.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s205.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s205.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s206.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s207.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s207.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s208.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s208.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s209.act	1	32768	16384	32768	16384	0	32768	0
l0.s210.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s210.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s211.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s212.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s212.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s213.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s213.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s214.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s214.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s215.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s216.rope	8	1536	1024	1536	1024	512	1024	0
l0.s217.append	8	1024	1024	1024	1024	0	1024	1024
l0.s218.append	8	1024	1024	1024	1024	0	1024	1024
l0.s219.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s220.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s220.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s221.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s222.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s222.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s223.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s223.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s224.act	1	32768	16384	32768	16384	0	32768	0
l0.s225.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s225.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s226.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s227.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s227.proj.combine	16	262144	4096	262144	4096	0	262144	0
l0.s228.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s228.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s229.proj	128	3145728	4194304	2113536	65536	2097152	16384	0
l0.s229.proj.combine	4	65536	1024	65536	1024	0	65536	0
l0.s230.rope	32	6144	4096	6144	4096	2048	4096	0
l0.s231.rope	8	1536	1024	1536	1024	512	1024	0
l0.s232.append	8	1024	1024	1024	1024	0	1024	1024
l0.s233.append	8	1024	1024	1024	1024	0	1024	1024
l0.s234.attn	32	36864	4096	36864	4096	24576	12288	0
l0.s235.proj	512	12582912	16777216	8454144	262144	8388608	65536	0
l0.s235.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s236.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s237.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s237.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s238.proj	2048	50331648	67108864	33816576	1048576	33554432	262144	0
l0.s238.proj.combine	64	1048576	16384	1048576	16384	0	1048576	0
l0.s239.act	1	32768	16384	32768	16384	0	32768	0
l0.s240.proj	512	50331648	16777216	33816576	262144	33554432	262144	0
l0.s240.proj.combine	16	266240	4096	266240	4096	0	266240	0
l0.s241.norm	1	8192	4096	8192	4096	4096	4096	0
l0.s242.proj	32064	788004864	1050673152	529440768	16416768	525336576	4104192	0
l0.s242.proj.combine	1002	16416768	256512	16416768	256512	0	16416768	256512
