space	tasks	nominal_read_bytes	nominal_write_bytes	physical_read_bytes	physical_write_bytes	no_producer_read_bytes	produced_read_bytes	external_write_bytes
l0.s30.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s30.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s31.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s32.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s32.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s33.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s33.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s34.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s34.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s35.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s36.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s37.append	128	16384	16384	16384	16384	0	16384	16384
l0.s38.append	128	16384	16384	16384	16384	0	16384	16384
l0.s39.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s40.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s40.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s41.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s42.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s42.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s43.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s43.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s44.act	16	524288	262144	524288	262144	0	524288	0
l0.s45.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s45.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s46.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s47.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s47.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s48.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s48.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s49.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s49.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s50.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s51.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s52.append	128	16384	16384	16384	16384	0	16384	16384
l0.s53.append	128	16384	16384	16384	16384	0	16384	16384
l0.s54.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s55.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s55.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s56.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s57.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s57.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s58.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s58.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s59.act	16	524288	262144	524288	262144	0	524288	0
l0.s60.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s60.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s61.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s62.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s62.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s63.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s63.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s64.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s64.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s65.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s66.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s67.append	128	16384	16384	16384	16384	0	16384	16384
l0.s68.append	128	16384	16384	16384	16384	0	16384	16384
l0.s69.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s70.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s70.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s71.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s72.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s72.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s73.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s73.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s74.act	16	524288	262144	524288	262144	0	524288	0
l0.s75.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s75.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s76.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s77.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s77.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s78.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s78.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s79.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s79.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s80.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s81.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s82.append	128	16384	16384	16384	16384	0	16384	16384
l0.s83.append	128	16384	16384	16384	16384	0	16384	16384
l0.s84.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s85.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s85.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s86.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s87.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s87.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s88.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s88.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s89.act	16	524288	262144	524288	262144	0	524288	0
l0.s90.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s90.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s91.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s92.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s92.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s93.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s93.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s94.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s94.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s95.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s96.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s97.append	128	16384	16384	16384	16384	0	16384	16384
l0.s98.append	128	16384	16384	16384	16384	0	16384	16384
l0.s99.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s100.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s100.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s101.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s102.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s102.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s103.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s103.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s104.act	16	524288	262144	524288	262144	0	524288	0
l0.s105.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s105.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s106.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s107.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s107.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s108.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s108.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s109.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s109.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s110.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s111.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s112.append	128	16384	16384	16384	16384	0	16384	16384
l0.s113.append	128	16384	16384	16384	16384	0	16384	16384
l0.s114.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s115.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s115.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s116.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s117.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s117.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s118.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s118.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s119.act	16	524288	262144	524288	262144	0	524288	0
l0.s120.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s120.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s121.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s122.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s122.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s123.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s123.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s124.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s124.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s125.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s126.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s127.append	128	16384	16384	16384	16384	0	16384	16384
l0.s128.append	128	16384	16384	16384	16384	0	16384	16384
l0.s129.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s130.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s130.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s131.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s132.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s132.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s133.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s133.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s134.act	16	524288	262144	524288	262144	0	524288	0
l0.s135.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s135.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s136.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s137.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s137.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s138.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s138.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s139.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s139.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s140.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s141.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s142.append	128	16384	16384	16384	16384	0	16384	16384
l0.s143.append	128	16384	16384	16384	16384	0	16384	16384
l0.s144.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s145.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s145.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s146.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s147.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s147.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s148.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s148.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s149.act	16	524288	262144	524288	262144	0	524288	0
l0.s150.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s150.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s151.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s152.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s152.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s153.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s153.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s154.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s154.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s155.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s156.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s157.append	128	16384	16384	16384	16384	0	16384	16384
l0.s158.append	128	16384	16384	16384	16384	0	16384	16384
l0.s159.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s160.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s160.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s161.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s162.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s162.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s163.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s163.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s164.act	16	524288	262144	524288	262144	0	524288	0
l0.s165.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s165.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s166.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s167.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s167.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s168.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s168.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s169.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s169.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s170.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s171.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s172.append	128	16384	16384	16384	16384	0	16384	16384
l0.s173.append	128	16384	16384	16384	16384	0	16384	16384
l0.s174.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s175.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s175.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s176.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s177.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s177.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s178.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s178.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s179.act	16	524288	262144	524288	262144	0	524288	0
l0.s180.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s180.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s181.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s182.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s182.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s183.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s183.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s184.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s184.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s185.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s186.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s187.append	128	16384	16384	16384	16384	0	16384	16384
l0.s188.append	128	16384	16384	16384	16384	0	16384	16384
l0.s189.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s190.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s190.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s191.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s192.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s192.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s193.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s193.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s194.act	16	524288	262144	524288	262144	0	524288	0
l0.s195.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s195.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s196.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s197.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s197.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s198.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s198.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s199.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s199.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s200.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s201.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s202.append	128	16384	16384	16384	16384	0	16384	16384
l0.s203.append	128	16384	16384	16384	16384	0	16384	16384
l0.s204.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s205.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s205.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s206.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s207.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s207.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s208.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s208.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s209.act	16	524288	262144	524288	262144	0	524288	0
l0.s210.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s210.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s211.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s212.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s212.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s213.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s213.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s214.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s214.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s215.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s216.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s217.append	128	16384	16384	16384	16384	0	16384	16384
l0.s218.append	128	16384	16384	16384	16384	0	16384	16384
l0.s219.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s220.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s220.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s221.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s222.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s222.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s223.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s223.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s224.act	16	524288	262144	524288	262144	0	524288	0
l0.s225.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s225.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s226.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s227.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s227.proj.combine	128	524288	65536	524288	65536	0	524288	0
l0.s228.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s228.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s229.proj	128	6291456	262144	4194304	131072	2097152	2097152	0
l0.s229.proj.combine	32	131072	16384	131072	16384	0	131072	0
l0.s230.rope	512	98304	65536	98304	65536	32768	65536	0
l0.s231.rope	128	24576	16384	24576	16384	8192	16384	0
l0.s232.append	128	16384	16384	16384	16384	0	16384	16384
l0.s233.append	128	16384	16384	16384	16384	0	16384	16384
l0.s234.attn	512	2064384	65536	2064384	65536	393216	1671168	0
l0.s235.proj	512	25165824	1048576	16777216	524288	8388608	8388608	0
l0.s235.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s236.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s237.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s237.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s238.proj	2048	100663296	4194304	67108864	2097152	33554432	33554432	0
l0.s238.proj.combine	512	2097152	262144	2097152	262144	0	2097152	0
l0.s239.act	16	524288	262144	524288	262144	0	524288	0
l0.s240.proj	512	100663296	1048576	67108864	524288	33554432	33554432	0
l0.s240.proj.combine	128	589824	65536	589824	65536	0	589824	0
l0.s241.norm	16	131072	65536	131072	65536	65536	65536	0
l0.s242.proj	32064	1576009728	65667072	1050673152	32833536	525336576	525336576	0
l0.s242.proj.combine	8016	32833536	4104192	32833536	4104192	0	32833536	4104192
